"Week","Month","Year","Item Desc WSS","Item Seq WSS","Amount"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","4 Loans and Advances","17",""
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","2.2 Market Stabilisation Scheme","6",""
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","1 Foreign Currency Assets","14","22958.33051401"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","1 Notes Issued","1","17228.59998158"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","7 Other Assets","30","218.51797587"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","6 Investments","29","23.2"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","3 Rupee Securities (including Treasury Bills)","16","6898.91"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","2 Gold Coin and Bullion","15","650.26784739"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","5.2 Treasury","28","0"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","5.1 Commercial","27","0"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","4.8 Others","25","54.55015"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","4.7 Export-Import Bank of India","24","0"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","4.3 NABARD","20","0"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","4.6 Industrial Development Bank of India","23","0"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","4.5 Scheduled State Co-op.Banks","22","0"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","4.4 Scheduled Commercial Banks","21","799.48"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","4.2 State Governments ","19","4.48"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","4.1 Central Government","18","0"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","Total Liabilities /Assets","13","15095.0436584"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","3 Other Liabilities","12","10091.40508931"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","2.7 Others","11","821.20157206"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","2.6 Other Banks","10","211.7633912"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","2.6 Other Banks","10","13.78342599"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","2.5 Scheduled State Co-operative Banks","9","34.67730902"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","2.4 Scheduled Commercial Banks","8","3920.78479751"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","2.3 State Governments","7","0.4250849"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","2.1 Central Government","5","1.00298841"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","2 Deposits","4","5003.63856909"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","2 Gold Coin and Bullion","15","715.89852166"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","Total Liabilities /Assets","13","17228.59998158"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","1.2 Notes held in Banking Department","3","0.16754376"
"2016/06/17 00:00:00","2016/06/17 00:00:00","2016-17   ","1.1 Notes in Circulation","2","17228.43243781"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","5 Bills Purchased and Discounted","26",""
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","4 Loans and Advances","17",""
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","2.2 Market Stabilisation Scheme","6",""
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","1 Foreign Currency Assets","14","22985.84876405"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","1 Notes Issued","1","17077.19978468"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","7 Other Assets","30","392.31"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","6 Investments","29","23.2"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","3 Rupee Securities (including Treasury Bills)","16","7033.41"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","2 Gold Coin and Bullion","15","662.23284939"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","5.2 Treasury","28","0"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","5.1 Commercial","27","0"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","4.8 Others","25","47.0653"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","4.7 Export-Import Bank of India","24","0"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","4.3 NABARD","20","0"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","4.6 Industrial Development Bank of India","23","0"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","4.5 Scheduled State Co-op.Banks","22","0"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","4.4 Scheduled Commercial Banks","21","494.26"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","4.2 State Governments ","19","0.3141"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","4.1 Central Government","18","0"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","Total Liabilities /Assets","13","15290.50448527"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","3 Other Liabilities","12","10199.10313458"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","2.7 Others","11","752.48969651"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","2.6 Other Banks","10","216.35501915"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","2.6 Other Banks","10","14.81790681"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","2.5 Scheduled State Co-operative Banks","9","36.33279955"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","2.4 Scheduled Commercial Banks","8","4069.97510434"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","2.3 State Governments","7","0.4247779"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","2.1 Central Government","5","1.00604643"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","2 Deposits","4","5091.40135069"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","2 Gold Coin and Bullion","15","729.07113666"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","Total Liabilities /Assets","13","17077.19978468"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","1.2 Notes held in Banking Department","3","0.13623677"
"2016/07/01 00:00:00","2016/07/01 00:00:00","2016-17   ","1.1 Notes in Circulation","2","17077.06354792"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","5 Bills Purchased and Discounted","26",""
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","4 Loans and Advances","17",""
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","2.2 Market Stabilisation Scheme","6","946.73"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","1 Foreign Currency Assets","14","23787.88"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","1 Notes Issued","1","15258.96434377"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","7 Other Assets","30","23.27"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","3 Rupee Securities (including Treasury Bills)","16","7356.1"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","2 Gold Coin and Bullion","15","608.2446637"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","6 Investments","29","33.69999999"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","5.2 Treasury","28","0"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","5.1 Commercial","27","0"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","4.8 Others","25","40.72795"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","4.7 Export-Import Bank of India","24","0"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","4.3 NABARD","20","0"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","4.6 Industrial Development Bank of India","23","0"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","4.5 Scheduled State Co-op.Banks","22","0"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","4.4 Scheduled Commercial Banks","21","53.35"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","4.2 State Governments ","19","33.3235"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","4.1 Central Government","18","554.05"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","Total Liabilities /Assets","13","17901.36565623"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","3 Other Liabilities","12","8573.12"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","2.7 Others","11","3675.8863682"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","2.6 Other Banks","10","253.42979304"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","2.6 Other Banks","10","18.44563106"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","2.5 Scheduled State Co-operative Banks","9","35.85107455"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","2.4 Scheduled Commercial Banks","8","4396.46866687"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","2.3 State Governments","7","0.4245439"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","2.1 Central Government","5","1.01"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","2 Deposits","4","9328.24232675"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","2 Gold Coin and Bullion","15","669.68533628"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","Total Liabilities /Assets","13","15258.96434377"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","1.2 Notes held in Banking Department","3","0.16636676"
"2017/08/04 00:00:00","2017/08/04 00:00:00","2017-18   ","1.1 Notes in Circulation","2","15258.797977"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","5 Bills Purchased and Discounted","26",""
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","4 Loans and Advances","17",""
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","2.2 Market Stabilisation Scheme","6",""
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","1 Foreign Currency Assets","14","22879.20416341"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","1 Notes Issued","1","17288.50932556"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","7 Other Assets","30","164.16"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","6 Investments","29","23.2"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","3 Rupee Securities (including Treasury Bills)","16","7028.86"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","2 Gold Coin and Bullion","15","662.23284939"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","5.2 Treasury","28","0"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","5.1 Commercial","27","0"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","4.8 Others","25","48.7178"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","4.7 Export-Import Bank of India","24","0"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","4.3 NABARD","20","0"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","4.6 Industrial Development Bank of India","23","0"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","4.5 Scheduled State Co-op.Banks","22","0"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","4.4 Scheduled Commercial Banks","21","425.32"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","4.2 State Governments ","19","12.5921"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","4.1 Central Government","18","86.45"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","Total Liabilities /Assets","13","14771.29"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","3 Other Liabilities","12","9851.89"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","2.7 Others","11","673.13481515"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","2.6 Other Banks","10","213.39696363"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","2.6 Other Banks","10","14.60228985"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","2.5 Scheduled State Co-operative Banks","9","35.15348282"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","2.4 Scheduled Commercial Banks","8","3981.69612804"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","2.3 State Governments","7","0.42458183"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","2.1 Central Government","5","1.00976016"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","2 Deposits","4","4919.41802147"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","2 Gold Coin and Bullion","15","729.07113666"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","Total Liabilities /Assets","13","17288.50932556"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","1.2 Notes held in Banking Department","3","0.15411655"
"2016/07/15 00:00:00","2016/07/15 00:00:00","2016-17   ","1.1 Notes in Circulation","2","17288.35520901"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","5 Bills Purchased and Discounted","26",""
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","4 Loans and Advances","17",""
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","2.2 Market Stabilisation Scheme","6",""
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","1 Foreign Currency Assets","14","22857.76421888"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","1 Notes Issued","1","17135.85118145"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","7 Other Assets","30","164.37"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","6 Investments","29","23.2"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","3 Rupee Securities (including Treasury Bills)","16","7029.56"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","2 Gold Coin and Bullion","15","662.23284939"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","5.2 Treasury","28","0"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","5.1 Commercial","27","0"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","4.8 Others","25","52.8578"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","4.7 Export-Import Bank of India","24","0"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","4.3 NABARD","20","0"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","4.6 Industrial Development Bank of India","23","0"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","4.5 Scheduled State Co-op.Banks","22","0"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","4.4 Scheduled Commercial Banks","21","299.68"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","4.2 State Governments ","19","12.9709"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","4.1 Central Government","18","0"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","Total Liabilities /Assets","13","14695.86"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","3 Other Liabilities","12","9835.62"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","2.7 Others","11","728.1036277"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","2.6 Other Banks","10","213.95450864"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","2.6 Other Banks","10","14.9633905"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","2.5 Scheduled State Co-operative Banks","9","34.37574065"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","2.4 Scheduled Commercial Banks","8","3867.42368504"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","2.3 State Governments","7","0.42485769"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","2.1 Central Government","5","1.00313104"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","2 Deposits","4","4860.24894126"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","2 Gold Coin and Bullion","15","729.07113666"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","Total Liabilities /Assets","13","17135.85118145"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","1.2 Notes held in Banking Department","3","0.12768708"
"2016/07/22 00:00:00","2016/07/22 00:00:00","2016-17   ","1.1 Notes in Circulation","2","17135.72349438"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","5 Bills Purchased and Discounted","26",""
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","4 Loans and Advances","17",""
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","2.2 Market Stabilisation Scheme","6",""
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","1 Foreign Currency Assets","14","23013.02279026"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","1 Notes Issued","1","17011.28629275"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","7 Other Assets","30","154.28"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","6 Investments","29","23.2"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","3 Rupee Securities (including Treasury Bills)","16","7030.27"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","2 Gold Coin and Bullion","15","662.2264"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","5.2 Treasury","28","0"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","5.1 Commercial","27","0"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","4.8 Others","25","52.5953"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","4.7 Export-Import Bank of India","24","0"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","4.3 NABARD","20","0"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","4.6 Industrial Development Bank of India","23","0"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","4.5 Scheduled State Co-op.Banks","22","0"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","4.4 Scheduled Commercial Banks","21","261.16"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","4.2 State Governments ","19","12.3009"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","4.1 Central Government","18","0"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","Total Liabilities /Assets","13","14926.83"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","3 Other Liabilities","12","9909.35"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","2.7 Others","11","725.05459768"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","2.6 Other Banks","10","214.75719583"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","2.6 Other Banks","10","15.29722047"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","2.5 Scheduled State Co-operative Banks","9","35.60901773"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","2.4 Scheduled Commercial Banks","8","4025.34798833"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","2.3 State Governments","7","0.42463226"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","2.1 Central Government","5","1.00953817"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","2 Deposits","4","5017.50019049"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","2 Gold Coin and Bullion","15","729.07113666"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","Total Liabilities /Assets","13","17011.28629275"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","1.2 Notes held in Banking Department","3","0.1242156"
"2016/07/29 00:00:00","2016/07/29 00:00:00","2016-17   ","1.1 Notes in Circulation","2","17011.11"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","5 Bills Purchased and Discounted","26",""
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","4 Loans and Advances","17",""
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","2.2 Market Stabilisation Scheme","6",""
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","1 Foreign Currency Assets","14","22891.99890673"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","1 Notes Issued","1","17106.40637911"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","7 Other Assets","30","155.53"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","6 Investments","29","23.2"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","3 Rupee Securities (including Treasury Bills)","16","7137.02"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","2 Gold Coin and Bullion","15","688.69641339"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","5.2 Treasury","28","0"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","5.1 Commercial","27","0"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","4.8 Others","25","45.6653"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","4.7 Export-Import Bank of India","24","0"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","4.3 NABARD","20","0"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","4.6 Industrial Development Bank of India","23","0"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","4.5 Scheduled State Co-op.Banks","22","0"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","4.4 Scheduled Commercial Banks","21","248.74"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","4.2 State Governments ","19","11.75820624"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","4.1 Central Government","18","420.3"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","Total Liabilities /Assets","13","15274.71362"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","3 Other Liabilities","12","9956.16"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","2.7 Others","11","1043.92216718"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","2.6 Other Banks","10","217.16764059"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","2.6 Other Banks","10","15.73428636"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","2.5 Scheduled State Co-operative Banks","9","34.45392894"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","2.4 Scheduled Commercial Banks","8","4005.84457601"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","2.3 State Governments","7","0.42458144"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","2.1 Central Government","5","1.00390644"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","2 Deposits","4","5318.55108695"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","2 Gold Coin and Bullion","15","758.20563266"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","Total Liabilities /Assets","13","17106.40637911"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","1.2 Notes held in Banking Department","3","0.11636349"
"2016/08/05 00:00:00","2016/08/05 00:00:00","2016-17   ","1.1 Notes in Circulation","2","17106.29001562"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","4.9 Financial Institution Outside India","25",""
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","2.8 Financial Institution Outside India","11",""
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","5 Bills Purchased and Discounted","26",""
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","4 Loans and Advances","17",""
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","2.2 Market Stabilisation Scheme","6","946.73"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","1 Foreign Currency Assets","14","23932.19"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","1 Notes Issued","1","15457.75980577"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","7 Other Assets","30","28.04"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","3 Rupee Securities (including Treasury Bills)","16","7251.6"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","2 Gold Coin and Bullion","15","608.255"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","6 Investments","29","33.69999999"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","5.2 Treasury","28","0"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","5.1 Commercial","27","0"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","4.8 Others","25","41.82795"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","4.7 Export-Import Bank of India","24","0"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","4.3 NABARD","20","0"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","4.6 Industrial Development Bank of India","23","0"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","4.5 Scheduled State Co-op.Banks","22","0"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","4.4 Scheduled Commercial Banks","21","37.1"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","4.2 State Governments ","19","43.65333718"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","4.1 Central Government","18","95.97"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","Total Liabilities /Assets","13","17284.26417036"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","3 Other Liabilities","12","8395.87"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","2.7 Others","11","3220.30603542"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","2.6 Other Banks","10","253.83233352"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","2.6 Other Banks","10","16.46644872"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","2.5 Scheduled State Co-operative Banks","9","39.82547807"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","2.4 Scheduled Commercial Banks","8","4409.80319194"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","2.3 State Governments","7","0.42482459"
"2017/08/18 00:00:00","2017/08/18 00:00:00","2017-18   ","2.1 Central Government","5","1.01"
