"Week","Month","Year","Item Desc WSS","Item Seq WSS","Amount"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","4.8 Others","25","86.14"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","4.7 Export-Import Bank of India","24",""
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","4.3 NABARD","20",""
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","4.6 Industrial Development Bank of India","23",""
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","4.5 Scheduled State Co-op.Banks","22",""
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","4.4 Scheduled Commercial Banks","21","137.3"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","4.2 State Governments ","19",""
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","4.1 Central Government","18",""
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","4 Loans and Advances","17",""
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","3 Other Liabilities","12","3944.47"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","2.7 Others","11","116.46"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","2.6 Other Banks","10","96.31"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","2.5 Scheduled State Co-operative Banks","9","27.23"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","2.4 Scheduled Commercial Banks","8","2191.76"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","2.3 State Governments","7","0.41"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","2.2 Market Stabilisation Scheme","6","880.77"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","2.1 Central Government","5","1.01"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","2 Deposits","4","3313.95"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","2 Gold Coin and Bullion","15","494.4"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","Total Liabilities /Assets","13","14079.4"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","1.2 Notes held in Banking Department","3","0.11"
"2009/03/20 00:00:00","2009/03/20 00:00:00","2008-09   ","1.1 Notes in Circulation","2","6820.86"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","1 Foreign Currency Assets","14","12111.83"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","5 Bills Purchased and Discounted","26",""
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","1 Notes Issued","1","6959.77"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","7 Other Assets","30","215.02"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","6 Investments","29","27.5"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","3 Rupee Securities (including Treasury Bills)","16","472.04"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","5.2 Treasury","28",""
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","5.1 Commercial","27",""
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","4.8 Others","25","120.7"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","4.7 Export-Import Bank of India","24",""
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","4.3 NABARD","20",""
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","4.6 Industrial Development Bank of India","23",""
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","4.5 Scheduled State Co-op.Banks","22","0.1"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","4.4 Scheduled Commercial Banks","21","69.68"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","4.2 State Governments ","19","12.57"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","4.1 Central Government","18","137.79"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","4 Loans and Advances","17",""
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","3 Other Liabilities","12","3876.26"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","2.7 Others","11","171.77"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","2.6 Other Banks","10","99.78"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","2.5 Scheduled State Co-operative Banks","9","27.5"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","2.4 Scheduled Commercial Banks","8","1807.24"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","2.3 State Governments","7","0.41"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","2.2 Market Stabilisation Scheme","6","711.45"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","2.1 Central Government","5","1"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","2 Deposits","4","2819.15"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","2 Gold Coin and Bullion","15","487.93"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","Total Liabilities /Assets","13","13655.18"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","1.2 Notes held in Banking Department","3","0.22"
"2009/04/10 00:00:00","2009/04/10 00:00:00","2009-10   ","1.1 Notes in Circulation","2","6959.54"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","1 Foreign Currency Assets","14","11556.24"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","5 Bills Purchased and Discounted","26",""
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","1 Notes Issued","1","7912.28"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","7 Other Assets","30","125.66"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","6 Investments","29","27.5"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","3 Rupee Securities (including Treasury Bills)","16","1879.92"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","5.2 Treasury","28",""
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","5.1 Commercial","27",""
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","4.8 Others","25","40.37"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","4.7 Export-Import Bank of India","24",""
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","4.3 NABARD","20",""
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","4.6 Industrial Development Bank of India","23",""
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","4.5 Scheduled State Co-op.Banks","22",""
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","4.4 Scheduled Commercial Banks","21","0.35"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","4.2 State Governments ","19","3.24"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","4.1 Central Government","18",""
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","4 Loans and Advances","17",""
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","3 Other Liabilities","12","3263.04"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","2.7 Others","11","124.7"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","2.6 Other Banks","10","132.36"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","2.5 Scheduled State Co-operative Banks","9","44.8"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","2.4 Scheduled Commercial Banks","8","2816.95"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","2.3 State Governments","7","0.41"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","2.2 Market Stabilisation Scheme","6","27.37"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","2.1 Central Government","5","139.83"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","2 Deposits","4","3286.42"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","2 Gold Coin and Bullion","15","828.45"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","Total Liabilities /Assets","13","14461.73"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","1.2 Notes held in Banking Department","3","0.14"
"2010/03/19 00:00:00","2010/03/19 00:00:00","2009-10   ","1.1 Notes in Circulation","2","7912.15"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","1 Foreign Currency Assets","14","11471.25"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","5 Bills Purchased and Discounted","26",""
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","1 Notes Issued","1","7902.39"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","7 Other Assets","30","125.2"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","6 Investments","29","27.5"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","3 Rupee Securities (including Treasury Bills)","16","1767.55"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","5.2 Treasury","28",""
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","5.1 Commercial","27",""
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","4.8 Others","25","32.22"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","4.7 Export-Import Bank of India","24",""
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","4.3 NABARD","20",""
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","4.6 Industrial Development Bank of India","23",""
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","4.5 Scheduled State Co-op.Banks","22",""
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","4.4 Scheduled Commercial Banks","21","0.42"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","4.2 State Governments ","19","5.58"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","4.1 Central Government","18",""
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","4 Loans and Advances","17",""
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","3 Other Liabilities","12","3166.42"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","2.7 Others","11","137.19"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","2.6 Other Banks","10","131.97"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","2.5 Scheduled State Co-operative Banks","9","39.17"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","2.4 Scheduled Commercial Banks","8","2813.9"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","2.3 State Governments","7","0.41"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","2.2 Market Stabilisation Scheme","6","27.37"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","2.1 Central Government","5","39.33"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","2 Deposits","4","3189.34"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","2 Gold Coin and Bullion","15","828.45"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","Total Liabilities /Assets","13","14258.16"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","1.2 Notes held in Banking Department","3","0.16"
"2010/03/26 00:00:00","2010/03/26 00:00:00","2009-10   ","1.1 Notes in Circulation","2","7902.23"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","1 Foreign Currency Assets","14","11509.79"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","5 Bills Purchased and Discounted","26",""
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","1 Notes Issued","1","7872.66"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","7 Other Assets","30","138.54"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","6 Investments","29","27.5"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","3 Rupee Securities (including Treasury Bills)","16","2244.03"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","5.2 Treasury","28",""
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","5.1 Commercial","27",""
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","4.8 Others","25","0.28"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","4.7 Export-Import Bank of India","24",""
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","4.3 NABARD","20",""
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","4.6 Industrial Development Bank of India","23",""
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","4.5 Scheduled State Co-op.Banks","22",""
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","4.4 Scheduled Commercial Banks","21","11.69"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","4.2 State Governments ","19","2.08"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","4.1 Central Government","18",""
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","4 Loans and Advances","17",""
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","3 Other Liabilities","12","3173.65"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","2.7 Others","11","121.12"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","2.6 Other Banks","10","142.22"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","2.5 Scheduled State Co-operative Banks","9","41.51"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","2.4 Scheduled Commercial Banks","8","3365.11"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","2.3 State Governments","7","1.15"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","2.2 Market Stabilisation Scheme","6","27.37"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","2.1 Central Government","5","1.01"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","2 Deposits","4","3699.49"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","2 Gold Coin and Bullion","15","811.88"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","Total Liabilities /Assets","13","14745.79"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","1.2 Notes held in Banking Department","3","0.14"
"2010/04/02 00:00:00","2010/04/02 00:00:00","2010-11   ","1.1 Notes in Circulation","2","7872.52"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","7 Other Assets","30","105.08"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","6 Investments","29","13.2"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","5.2 Treasury","28",""
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","5.1 Commercial","27",""
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","5 Bills Purchased and Discounted","26",""
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","4.8 Others","25","0.25"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","4.7 Export-Import Bank of India","24",""
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","4.6 Industrial Development Bank of India","23",""
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","4.5 Scheduled State Co-op.Banks","22","0.3"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","4.4 Scheduled Commercial Banks","21","10.65"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","4.3 NABARD","20",""
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","4.2 State Governments ","19","17.87"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","4.1 Central Government","18","370.38"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","4 Loans and Advances","17",""
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","3 Rupee Securities (including Treasury Bills)","16","2392.17"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","2 Gold Coin and Bullion","15","1025.72"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","1 Foreign Currency Assets","14","12240.08"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","Total Liabilities /Assets","13","3175.7"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","3 Other Liabilities","12","3581.29"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","2.7 Others","11","105.64"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","2.6 Other Banks","10","25.26"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","2.5 Scheduled State Co-operative Banks","9","34.65"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","2.4 Scheduled Commercial Banks","8","2770.39"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","2.3 State Governments","7","0.42"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","2.2 Market Stabilisation Scheme","6",""
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","2.1 Central Government","5","1"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","2 Deposits","4","2937.36"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","1.2 Notes held in Banking Department","3","0.14"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","1.1 Notes in Circulation","2","9526.9"
"2011/04/08 00:00:00","2011/04/08 00:00:00","2011-12   ","1 Notes Issued","1","9527.04"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","7 Other Assets","30","76.07"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","6 Investments","29","13.2"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","5.2 Treasury","28",""
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","5.1 Commercial","27",""
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","5 Bills Purchased and Discounted","26",""
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","4.8 Others","25","2.93"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","4.7 Export-Import Bank of India","24",""
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","4.6 Industrial Development Bank of India","23",""
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","4.5 Scheduled State Co-op.Banks","22","0.3"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","4.4 Scheduled Commercial Banks","21","18.73"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","4.3 NABARD","20",""
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","4.2 State Governments ","19","29.19"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","4.1 Central Government","18","506.07"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","4 Loans and Advances","17",""
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","3 Rupee Securities (including Treasury Bills)","16","3225.51"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","2 Gold Coin and Bullion","15","1025.72"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","1 Foreign Currency Assets","14","12359.64"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","Total Liabilities /Assets","13","17257.37"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","3 Other Liabilities","12","3709.84"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","2.7 Others","11","106.79"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","2.6 Other Banks","10","30.64"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","2.5 Scheduled State Co-operative Banks","9","38.36"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","2.4 Scheduled Commercial Banks","8","3552.62"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","2.3 State Governments","7","3.99"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","2.2 Market Stabilisation Scheme","6",""
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","2.1 Central Government","5","1"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","2 Deposits","4","3733.4"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","1.2 Notes held in Banking Department","3","0.14"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","1.1 Notes in Circulation","2","9683.98"
"2011/04/15 00:00:00","2011/04/15 00:00:00","2011-12   ","1 Notes Issued","1","9684.11"
"2011/04/22 00:00:00","2011/04/22 00:00:00","2011-12   ","7 Other Assets","30","78.91"
"2011/04/22 00:00:00","2011/04/22 00:00:00","2011-12   ","6 Investments","29","13.2"
"2011/04/22 00:00:00","2011/04/22 00:00:00","2011-12   ","5.2 Treasury","28",""
